time,tavg,tmin,tmax,prcp,date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-03-12,22.9,20.6,27.0,0.3,2009-03-12,22,20,0.0,10.2,5,1,90,07:41 PM,07:02 AM,06:29 AM,06:30 PM,20,21,24,21,8,62,91,0.9,1013,21,10,120,6
2009-04-12,22.7,20.4,28.0,0.0,2009-04-12,33,22,0.0,11.6,7,1,75,09:02 PM,07:47 AM,06:09 AM,06:32 PM,12,25,25,24,12,60,47,0.0,1009,24,10,129,9
2009-05-12,22.4,,28.4,,2009-05-12,36,22,0.0,12.8,7,1,76,09:31 PM,08:09 AM,05:55 AM,06:37 PM,20,26,26,24,17,3,76,0.0,1007,24,10,256,12
2009-06-12,20.0,16.4,26.3,,2009-06-12,25,20,0.0,12.9,5,1,60,10:20 PM,09:27 AM,05:53 AM,06:46 PM,18,20,20,20,20,55,88,0.1,1010,20,5,279,13
2009-07-12,20.2,16.0,27.0,,2009-07-12,28,21,0.0,11.8,5,1,62,10:10 PM,09:44 AM,06:00 AM,06:50 PM,18,22,24,22,22,84,80,0.0,1009,22,10,257,16
2009-08-12,20.8,15.3,27.2,,2009-08-12,31,20,0.0,10.2,6,1,51,10:48 PM,10:57 AM,06:07 AM,06:42 PM,19,21,21,21,18,29,87,0.0,1009,20,10,273,12
2009-09-12,21.0,15.9,27.4,,2009-09-12,27,21,0.0,11.6,5,1,34,No moonrise,12:45 PM,06:09 AM,06:23 PM,20,22,24,22,8,61,93,1.5,1012,21,8,321,6
2009-10-12,20.9,15.3,27.4,,2009-10-12,25,19,0.0,11.6,5,1,37,12:21 AM,01:29 PM,06:09 AM,06:03 PM,20,20,20,20,12,76,98,0.8,1013,20,10,69,7
2009-11-12,20.7,15.0,27.1,,2009-11-12,29,19,0.0,8.7,5,1,20,02:04 AM,02:25 PM,06:17 AM,05:51 PM,20,20,20,20,6,79,99,0.1,1008,19,10,222,4
2009-12-12,21.3,17.3,26.6,,2009-12-12,22,15,0.0,4.2,4,1,23,02:40 AM,02:31 PM,06:32 AM,05:55 PM,16,16,16,16,20,46,97,0.0,1012,16,2,45,11
2010-01-01,22.1,17.9,28.0,0.3,2010-01-01,24,17,0.0,7.3,5,1,100,06:48 PM,07:01 AM,06:42 AM,06:04 PM,18,18,18,18,15,100,98,0.0,1013,18,0,115,9
2010-02-01,21.7,16.8,28.5,,2010-02-01,29,16,0.0,11.6,6,1,77,08:34 PM,08:13 AM,06:46 AM,06:20 PM,16,18,18,18,15,12,89,0.0,1016,17,10,108,10
2010-03-01,20.8,16.8,27.7,,2010-03-01,33,17,0.0,11.6,6,1,100,07:13 PM,06:46 AM,06:36 AM,06:28 PM,12,21,21,21,17,2,57,0.0,1014,19,10,105,10
2010-04-01,21.0,14.6,29.0,,2010-04-01,37,19,0.0,11.6,7,1,77,08:48 PM,07:40 AM,06:16 AM,06:31 PM,17,22,24,22,17,4,75,0.0,1011,20,10,274,10
2010-05-01,22.3,15.4,29.5,,2010-05-01,32,22,0.0,12.8,6,1,78,09:25 PM,08:05 AM,05:59 AM,06:34 PM,21,26,26,24,4,88,84,0.0,1012,23,10,198,3
2010-06-01,21.3,16.0,27.5,,2010-06-01,34,21,0.0,12.9,7,1,63,10:27 PM,09:28 AM,05:52 AM,06:43 PM,19,22,25,22,17,30,83,0.0,1009,22,10,257,12
2010-07-01,20.6,15.4,26.4,,2010-07-01,27,20,0.0,11.9,5,1,64,10:17 PM,09:44 AM,05:57 AM,06:50 PM,18,21,21,21,20,70,86,0.0,1007,20,10,259,14
2010-08-01,21.8,16.1,28.0,,2010-08-01,29,19,0.0,11.6,5,1,54,10:41 PM,10:42 AM,06:05 AM,06:47 PM,18,19,19,19,20,94,97,0.0,1010,19,10,257,14
2010-09-01,22.7,19.8,28.0,,2010-09-01,28,18,0.0,11.6,5,1,37,11:43 PM,12:04 PM,06:08 AM,06:31 PM,18,18,18,18,18,100,98,0.0,1010,18,0,253,12
2010-10-01,22.5,19.5,27.9,,2010-10-01,29,19,0.0,8.8,5,1,39,No moonrise,12:44 PM,06:09 AM,06:10 PM,20,20,20,20,11,56,98,3.4,1008,20,7,73,5
2010-11-01,23.2,20.0,29.0,,2010-11-01,26,19,0.0,4.3,5,1,22,01:16 AM,01:56 PM,06:13 AM,05:53 PM,20,20,20,20,15,99,99,1.1,1008,20,9,344,10
2010-12-01,23.3,20.2,29.4,,2010-12-01,25,17,0.0,5.7,5,1,25,01:58 AM,02:06 PM,06:26 AM,05:51 PM,18,18,18,18,16,100,99,0.0,1011,18,0,61,9
2010-01-02,21.8,16.1,29.3,,2010-01-02,26,16,0.0,11.6,6,1,85,07:53 PM,07:59 AM,06:42 AM,06:05 PM,16,18,18,18,17,62,90,0.0,1015,18,10,104,10
2010-02-02,21.8,15.4,28.8,,2010-02-02,28,15,0.0,11.6,6,1,69,09:31 PM,08:58 AM,06:46 AM,06:21 PM,15,17,17,17,17,18,91,0.0,1015,16,10,104,10
2010-03-02,21.8,14.8,29.0,,2010-03-02,34,18,0.0,11.6,7,1,85,08:11 PM,07:32 AM,06:35 AM,06:28 PM,12,20,20,20,17,6,61,0.0,1015,19,10,117,9
2010-04-02,21.5,15.0,28.7,,2010-04-02,40,23,0.0,11.6,8,1,70,09:46 PM,08:30 AM,06:15 AM,06:31 PM,13,27,27,27,7,4,43,0.0,1011,25,10,196,5
2010-05-02,21.4,14.3,28.6,,2010-05-02,32,22,0.0,12.8,7,1,71,10:18 PM,09:00 AM,05:59 AM,06:35 PM,19,25,25,24,5,40,77,0.0,1011,23,10,233,4
2010-06-02,21.8,15.0,28.0,,2010-06-02,34,22,0.0,12.9,7,1,55,11:06 PM,10:17 AM,05:52 AM,06:43 PM,21,25,25,23,12,15,86,0.0,1009,22,10,256,9
2010-07-02,21.1,15.0,27.6,,2010-07-02,23,20,0.0,8.1,5,1,57,10:52 PM,10:29 AM,05:57 AM,06:50 PM,18,20,20,20,21,92,88,0.2,1007,20,2,261,14
2010-08-02,22.4,15.9,29.5,,2010-08-02,28,19,0.0,10.3,5,1,46,11:23 PM,11:31 AM,06:05 AM,06:46 PM,19,20,20,20,18,85,95,0.0,1010,19,2,257,12
2010-09-02,23.6,16.0,31.5,,2010-09-02,29,19,0.0,10.2,5,1,29,No moonrise,01:00 PM,06:08 AM,06:30 PM,19,19,19,19,17,67,96,0.0,1011,19,2,267,11
2010-10-02,23.8,17.1,31.6,,2010-10-02,29,19,0.0,8.8,5,1,32,12:28 AM,01:37 PM,06:09 AM,06:09 PM,20,21,24,21,8,78,96,1.3,1007,21,7,99,4
2010-11-02,24.3,20.1,30.6,,2010-11-02,24,19,0.0,4.3,5,1,15,02:12 AM,02:40 PM,06:13 AM,05:53 PM,20,20,20,20,8,100,99,2.0,1009,20,7,288,5
2010-12-02,24.2,18.9,31.7,,2010-12-02,25,18,0.0,7.2,5,1,18,02:54 AM,02:53 PM,06:26 AM,05:52 PM,19,19,19,19,13,95,98,0.1,1011,19,2,78,9
2010-01-03,26.2,19.2,33.4,,2010-01-03,25,15,0.0,11.6,4,1,77,08:54 PM,08:51 AM,06:42 AM,06:06 PM,17,17,17,17,15,100,99,0.0,1016,17,0,98,8
2010-02-03,25.8,18.5,33.4,,2010-02-03,29,14,0.0,11.6,6,1,62,10:27 PM,09:43 AM,06:45 AM,06:21 PM,14,17,17,17,18,4,82,0.0,1016,16,10,109,10
2010-03-03,26.2,19.5,34.2,,2010-03-03,36,17,0.0,11.6,7,1,78,09:09 PM,08:17 AM,06:34 AM,06:29 PM,7,20,20,20,16,4,44,0.0,1013,19,10,166,8
2010-04-03,26.3,20.5,34.0,,2010-04-03,37,24,0.0,11.6,6,1,62,10:43 PM,09:24 AM,06:15 AM,06:31 PM,18,27,27,26,20,19,64,0.3,1010,26,9,156,14
2010-05-03,26.8,,33.8,,2010-05-03,34,21,0.0,12.8,6,1,64,11:06 PM,09:54 AM,05:58 AM,06:35 PM,20,26,26,24,8,20,77,0.1,1009,23,9,189,5
2010-06-03,27.9,22.3,34.4,,2010-06-03,31,22,0.0,12.9,6,1,48,11:43 PM,11:04 AM,05:52 AM,06:43 PM,21,25,25,23,16,67,87,0.5,1011,23,9,309,11
2010-07-03,28.0,22.0,35.0,,2010-07-03,25,20,0.0,10.6,5,1,50,11:28 PM,11:15 AM,05:58 AM,06:50 PM,19,20,20,20,20,91,93,0.0,1007,20,10,245,13
2010-08-03,28.8,23.3,35.6,,2010-08-03,28,19,0.0,11.6,5,1,39,No moonrise,12:22 PM,06:05 AM,06:46 PM,19,20,20,20,18,92,96,0.0,1009,19,2,250,12
2010-09-03,28.1,21.2,,,2010-09-03,26,20,0.0,11.6,5,1,22,12:39 AM,01:57 PM,06:09 AM,06:29 PM,20,20,20,20,18,100,99,0.0,1010,20,0,270,12
2010-10-03,27.4,20.5,34.0,,2010-10-03,29,19,0.0,11.6,5,1,25,01:28 AM,02:27 PM,06:09 AM,06:08 PM,20,21,21,21,12,84,99,0.6,1009,20,10,122,8
2010-11-03,27.1,22.0,33.9,,2010-11-03,28,17,0.0,8.7,5,1,7,03:09 AM,03:26 PM,06:14 AM,05:53 PM,19,20,20,20,11,54,97,1.2,1010,19,7,179,6
2010-12-03,26.7,19.4,33.5,,2010-12-03,24,18,0.0,7.2,5,1,11,03:53 AM,03:43 PM,06:27 AM,05:52 PM,18,19,19,19,12,100,98,0.0,1011,18,0,86,8
2010-01-04,26.8,20.7,34.8,0.0,2010-01-04,26,14,0.0,11.6,5,1,70,09:53 PM,09:39 AM,06:43 AM,06:06 PM,15,18,18,18,14,7,85,0.0,1015,16,10,42,8
2010-02-04,29.0,21.8,36.4,,2010-02-04,28,14,0.0,11.6,6,1,54,11:23 PM,10:27 AM,06:45 AM,06:22 PM,12,17,17,17,18,3,73,0.0,1016,16,10,110,11
2010-03-04,29.9,24.4,36.4,,2010-03-04,36,17,0.0,11.6,7,1,71,10:06 PM,09:04 AM,06:34 AM,06:29 PM,8,21,24,21,19,3,42,0.0,1012,20,10,163,10
2010-04-04,29.2,24.2,35.4,,2010-04-04,34,22,0.0,11.6,7,1,55,11:38 PM,10:17 AM,06:14 AM,06:31 PM,17,26,26,25,13,28,63,0.0,1011,24,10,145,9
2010-05-04,29.6,23.2,36.0,,2010-05-04,34,22,0.0,12.8,7,1,57,11:51 PM,10:46 AM,05:58 AM,06:35 PM,18,26,26,25,7,16,66,0.0,1007,24,10,165,5
2010-06-04,28.6,,35.5,,2010-06-04,32,22,0.0,12.9,6,1,40,No moonrise,11:50 AM,05:53 AM,06:43 PM,22,25,25,23,9,90,91,0.3,1011,23,10,248,6
2010-07-04,29.2,23.0,35.8,,2010-07-04,28,20,0.0,11.9,5,1,42,No moonrise,12:01 PM,05:58 AM,06:50 PM,19,20,20,20,18,79,92,0.0,1007,20,10,242,12
2010-08-04,27.8,22.4,33.6,,2010-08-04,27,20,0.0,10.3,5,1,32,12:08 AM,01:17 PM,06:06 AM,06:46 PM,19,20,20,20,21,93,93,0.0,1007,20,10,257,14
2010-09-04,29.6,23.6,36.4,,2010-09-04,27,19,0.0,11.6,5,1,14,01:39 AM,02:53 PM,06:09 AM,06:29 PM,19,20,20,20,18,100,98,0.0,1008,20,0,250,12
2010-10-04,29.8,23.7,36.7,,2010-10-04,28,19,0.0,8.8,5,1,18,02:28 AM,03:16 PM,06:09 AM,06:08 PM,20,20,20,20,8,62,98,1.2,1008,20,7,163,5
2010-11-04,30.4,24.2,37.6,,2010-11-04,27,20,0.0,8.7,5,1,0,04:07 AM,04:12 PM,06:14 AM,05:52 PM,20,21,21,21,8,100,99,0.0,1012,20,0,132,5
2010-12-04,28.2,,37.1,,2010-12-04,23,17,0.0,8.7,4,1,4,04:52 AM,04:36 PM,06:27 AM,05:52 PM,17,18,18,18,17,100,98,0.0,1010,17,0,60,11
2010-01-05,24.8,19.3,29.7,25.9,2010-01-05,26,14,0.0,11.6,6,1,63,10:48 PM,10:23 AM,06:43 AM,06:07 PM,17,18,18,18,10,2,93,0.0,1012,15,10,74,6
2010-02-05,26.9,22.5,31.5,0.0,2010-02-05,28,14,0.0,11.6,6,1,47,No moonrise,11:13 AM,06:45 AM,06:22 PM,12,17,17,17,17,4,72,0.0,1016,15,10,92,9
2010-03-05,26.6,19.8,32.5,4.1,2010-03-05,37,18,0.0,11.6,7,1,63,11:04 PM,09:52 AM,06:33 AM,06:29 PM,6,21,24,21,16,6,37,0.0,1012,20,10,166,8
2010-04-05,26.2,,32.4,0.0,2010-04-05,37,20,0.0,11.6,7,1,47,No moonrise,11:11 AM,06:13 AM,06:31 PM,17,26,26,24,13,3,63,0.0,1012,23,10,139,10
2010-05-05,26.7,21.6,32.5,6.1,2010-05-05,34,22,0.0,12.8,7,1,49,No moonrise,11:37 AM,05:58 AM,06:35 PM,20,26,26,24,5,22,75,0.0,1007,23,10,241,4
2010-06-05,27.2,22.9,34.4,0.0,2010-06-05,31,22,0.0,12.9,6,1,32,12:18 AM,12:35 PM,05:53 AM,06:44 PM,21,25,25,23,14,49,92,1.3,1012,22,8,242,10
2010-07-05,28.2,22.7,33.9,2.0,2010-07-05,27,20,0.0,10.6,6,1,35,12:05 AM,12:48 PM,05:58 AM,06:50 PM,20,21,24,21,14,36,91,0.0,1008,21,10,247,9
2010-08-05,28.3,24.2,34.7,0.0,2010-08-05,29,19,0.0,11.6,5,1,24,12:58 AM,02:14 PM,06:06 AM,06:45 PM,19,19,19,19,19,100,98,0.0,1008,19,0,264,12
2010-09-05,28.4,23.4,34.7,,2010-09-05,29,19,0.0,10.2,5,1,7,02:41 AM,03:48 PM,06:09 AM,06:28 PM,19,19,19,19,17,100,97,0.0,1010,19,0,257,11
2010-10-05,29.1,24.3,35.4,,2010-10-05,29,19,0.0,8.8,5,1,10,03:27 AM,04:03 PM,06:09 AM,06:07 PM,20,20,20,20,5,100,98,0.0,1007,19,0,192,3
2010-11-05,28.9,24.4,35.9,,2010-11-05,27,18,0.0,7.2,5,1,0,05:06 AM,05:02 PM,06:14 AM,05:52 PM,19,20,20,20,7,72,99,0.3,1011,19,10,48,4
2010-12-05,29.6,23.4,36.2,,2010-12-05,22,16,0.0,8.7,5,1,0,05:53 AM,05:33 PM,06:28 AM,05:52 PM,15,17,17,17,20,21,88,0.0,1009,17,10,29,11
2010-01-06,25.1,21.8,34.0,0.3,2010-01-06,25,15,0.0,11.6,6,1,56,11:43 PM,11:06 AM,06:43 AM,06:07 PM,15,18,18,18,15,18,84,0.0,1013,17,10,94,10
2010-02-06,25.9,21.6,33.3,5.1,2010-02-06,28,13,0.0,11.6,6,1,39,12:18 AM,12:00 PM,06:45 AM,06:22 PM,10,16,16,16,21,0,64,0.0,1017,15,10,89,12
2010-03-06,25.7,21.8,33.0,9.9,2010-03-06,33,21,0.0,10.2,7,1,56,No moonrise,10:42 AM,06:33 AM,06:29 PM,15,25,25,23,12,21,60,0.0,1013,22,10,211,7
2010-04-06,26.2,,32.0,29.0,2010-04-06,37,21,0.0,11.6,7,1,40,12:27 AM,12:04 PM,06:13 AM,06:31 PM,19,26,26,25,10,3,68,0.0,1011,23,10,147,7
2010-05-06,25.0,20.2,30.9,16.0,2010-05-06,36,22,0.0,12.8,7,1,42,12:31 AM,12:24 PM,05:57 AM,06:35 PM,21,27,27,25,5,10,75,0.0,1007,24,10,252,5
2010-06-06,25.6,21.4,31.2,0.0,2010-06-06,31,21,0.0,12.9,5,1,25,12:54 AM,01:21 PM,05:53 AM,06:44 PM,20,22,24,22,18,100,90,1.1,1010,21,9,253,12
2010-07-06,24.7,21.4,28.6,0.0,2010-07-06,23,20,0.0,9.4,6,1,28,12:45 AM,01:39 PM,05:59 AM,06:50 PM,19,20,20,20,18,54,93,0.0,1009,20,10,270,12
2010-08-06,25.3,20.6,30.1,0.0,2010-08-06,29,19,0.0,11.6,5,1,17,01:54 AM,03:13 PM,06:06 AM,06:45 PM,19,20,20,20,18,70,96,0.0,1010,20,2,257,12
2010-09-06,23.9,21.6,30.3,,2010-09-06,27,19,0.0,10.2,5,1,0,03:43 AM,04:39 PM,06:09 AM,06:27 PM,19,19,19,19,18,100,98,0.0,1010,19,0,259,11
2010-10-06,24.1,21.0,27.5,,2010-10-06,28,20,0.0,8.8,5,1,3,04:25 AM,04:49 PM,06:09 AM,06:06 PM,21,21,21,21,12,100,99,0.4,1006,21,10,285,8
2010-11-06,23.9,21.2,26.8,1.0,2010-11-06,25,19,0.0,7.2,5,1,0,06:07 AM,05:55 PM,06:15 AM,05:52 PM,19,20,20,20,12,86,99,0.2,1011,19,10,41,7
2010-12-06,22.7,21.0,26.1,0.0,2010-12-06,24,14,0.0,8.7,5,1,0,06:52 AM,06:29 PM,06:28 AM,05:53 PM,13,17,17,17,17,8,77,0.0,1009,16,10,343,9
2010-01-07,23.2,20.2,27.2,,2010-01-07,25,14,0.0,11.6,5,1,48,No moonrise,11:48 AM,06:44 AM,06:08 PM,15,17,17,17,18,27,87,0.0,1013,16,10,96,11
2010-02-07,23.4,19.9,26.0,,2010-02-07,28,14,0.0,11.6,6,1,32,01:14 AM,12:49 PM,06:45 AM,06:23 PM,15,18,18,18,14,0,84,0.0,1017,15,10,113,9
2010-03-07,24.2,,28.2,,2010-03-07,36,22,0.0,11.6,7,1,49,12:00 AM,11:35 AM,06:32 AM,06:29 PM,16,25,25,23,10,46,65,0.0,1013,22,10,280,5
2010-04-07,24.5,20.4,29.5,,2010-04-07,37,21,0.0,11.6,7,1,32,01:14 AM,12:55 PM,06:12 AM,06:31 PM,14,25,25,24,13,8,55,0.0,1011,23,10,153,8
2010-05-07,23.4,21.0,27.4,,2010-05-07,38,23,0.0,12.8,7,1,35,01:10 AM,01:11 PM,05:57 AM,06:36 PM,19,27,27,25,10,11,71,0.0,1007,24,10,188,6
2010-06-07,22.1,,28.1,,2010-06-07,31,20,0.0,12.9,6,1,17,01:31 AM,02:08 PM,05:53 AM,06:44 PM,18,21,21,21,17,35,81,0.0,1009,21,10,270,12
2010-07-07,22.7,20.4,27.1,,2010-07-07,24,19,0.0,11.9,5,1,21,01:29 AM,02:33 PM,05:59 AM,06:50 PM,19,19,19,19,14,81,96,0.0,1010,19,2,256,9
2010-08-07,24.0,20.9,28.2,,2010-08-07,30,20,0.0,11.6,5,1,10,02:54 AM,04:12 PM,06:06 AM,06:44 PM,19,20,20,20,15,100,97,0.0,1009,20,0,248,10
2010-09-07,23.6,21.4,29.1,1.0,2010-09-07,28,19,0.0,11.6,5,1,0,04:44 AM,05:28 PM,06:09 AM,06:26 PM,19,19,19,19,19,97,99,0.0,1009,19,10,254,13
2010-10-07,24.6,21.3,30.1,0.5,2010-10-07,27,20,0.0,8.8,5,1,0,05:25 AM,05:37 PM,06:09 AM,06:06 PM,20,20,20,20,15,100,99,0.8,1007,20,9,260,10
2010-11-07,24.7,20.3,30.2,9.9,2010-11-07,22,17,0.0,5.7,4,1,0,07:09 AM,06:50 PM,06:15 AM,05:52 PM,18,19,19,19,21,55,96,0.0,1008,19,2,340,12
2010-12-07,23.8,21.0,28.4,5.1,2010-12-07,24,17,0.0,5.7,4,1,4,07:48 AM,07:27 PM,06:29 AM,05:53 PM,16,18,18,18,11,47,91,0.1,1008,17,5,354,7
2010-01-08,23.2,20.1,27.1,0.0,2010-01-08,27,15,0.0,11.6,5,1,41,12:36 AM,12:31 PM,06:44 AM,06:08 PM,17,17,17,17,15,76,97,0.0,1014,17,2,91,10
2010-02-08,24.5,19.8,28.2,,2010-02-08,30,15,0.0,11.6,6,1,24,02:08 AM,01:41 PM,06:44 AM,06:23 PM,14,16,16,16,13,12,88,0.0,1016,15,10,101,7
2010-03-08,22.5,20.4,26.0,,2010-03-08,34,21,0.0,11.6,7,1,42,12:55 AM,12:27 PM,06:32 AM,06:29 PM,19,26,26,24,14,5,73,0.0,1013,23,10,150,10
2010-04-08,23.2,20.4,25.6,,2010-04-08,35,20,0.0,11.6,7,1,24,01:56 AM,01:44 PM,06:11 AM,06:32 PM,16,25,25,23,16,32,65,0.0,1013,23,10,127,10
2010-05-08,23.8,19.8,27.5,,2010-05-08,39,23,0.0,12.8,6,1,27,01:46 AM,01:56 PM,05:57 AM,06:36 PM,20,27,27,25,8,13,74,0.2,1007,24,9,184,5
2010-06-08,24.2,20.2,27.8,,2010-06-08,32,20,0.0,12.9,6,1,10,02:09 AM,02:58 PM,05:53 AM,06:45 PM,19,21,21,21,22,23,88,0.0,1009,21,10,273,15
2010-07-08,23.7,20.3,28.3,,2010-07-08,24,20,0.0,11.9,6,1,13,02:17 AM,03:31 PM,05:59 AM,06:50 PM,19,21,21,21,14,40,90,0.0,1010,20,10,276,10
2010-08-08,23.7,20.5,29.1,,2010-08-08,31,19,0.0,11.6,5,1,3,03:57 AM,05:09 PM,06:06 AM,06:44 PM,19,20,20,20,15,100,97,0.0,1009,19,0,254,10
2010-09-08,23.7,20.8,29.7,,2010-09-08,29,19,0.0,11.6,5,1,0,05:45 AM,06:15 PM,06:09 AM,06:26 PM,18,19,19,19,21,84,97,0.0,1008,19,10,250,14
2010-10-08,24.6,20.1,29.3,,2010-10-08,26,20,0.0,10.2,5,1,0,06:24 AM,06:25 PM,06:09 AM,06:05 PM,20,21,21,21,12,100,100,0.1,1007,20,2,251,8
2010-11-08,24.1,21.5,27.5,,2010-11-08,26,17,0.0,7.2,5,1,8,08:09 AM,07:48 PM,06:15 AM,05:51 PM,17,17,17,17,21,100,99,4.5,1004,17,5,274,13
2010-12-08,24.3,21.0,29.8,,2010-12-08,26,16,0.0,8.7,6,1,11,08:39 AM,08:21 PM,06:30 AM,05:53 PM,16,18,18,18,17,36,89,0.0,1008,17,10,299,9
2010-01-09,23.2,18.7,28.2,0.0,2010-01-09,26,18,0.0,8.7,5,1,34,01:30 AM,01:16 PM,06:44 AM,06:09 PM,17,18,18,18,14,64,94,0.0,1013,18,2,79,8
2010-02-09,23.1,19.8,27.4,,2010-02-09,31,15,0.0,11.6,6,1,16,03:01 AM,02:33 PM,06:44 AM,06:23 PM,13,17,17,17,14,6,76,0.0,1014,16,10,109,8
2010-03-09,22.8,20.7,25.4,,2010-03-09,35,19,0.0,11.6,7,1,34,01:46 AM,01:20 PM,06:31 AM,06:29 PM,12,22,24,22,18,13,52,0.0,1014,22,10,133,10
2010-04-09,22.9,20.4,26.8,,2010-04-09,39,21,0.0,11.6,7,1,17,02:35 AM,02:31 PM,06:11 AM,06:32 PM,20,26,26,24,10,6,77,0.0,1013,23,10,158,8
2010-05-09,22.7,19.3,26.9,,2010-05-09,40,23,0.0,12.8,7,1,20,02:21 AM,02:42 PM,05:56 AM,06:36 PM,20,27,27,25,9,18,72,0.0,1007,24,10,170,7
2010-06-09,22.8,19.6,26.7,,2010-06-09,30,21,0.0,12.9,7,1,2,02:52 AM,03:51 PM,05:53 AM,06:45 PM,21,22,25,22,15,36,91,0.0,1008,22,10,289,10
2010-07-09,23.1,20.5,,,2010-07-09,28,20,0.0,12.9,5,1,6,03:11 AM,04:30 PM,05:59 AM,06:50 PM,20,21,21,21,11,70,97,0.2,1011,20,10,282,6
2010-08-09,22.6,20.3,25.5,0.3,2010-08-09,31,20,0.0,11.6,5,1,0,05:01 AM,06:03 PM,06:06 AM,06:44 PM,20,20,20,20,18,68,96,0.0,1008,20,2,265,11
2010-09-09,22.4,,27.3,0.0,2010-09-09,28,19,0.0,11.6,5,1,1,06:44 AM,07:02 PM,06:09 AM,06:25 PM,18,19,19,19,18,91,97,0.0,1009,19,2,244,12
2010-10-09,23.0,19.8,28.4,14.0,2010-10-09,27,20,0.0,10.2,5,1,4,07:26 AM,07:17 PM,06:09 AM,06:04 PM,21,21,21,21,13,100,99,0.3,1007,20,10,291,8
2010-11-09,22.5,19.7,25.3,8.9,2010-11-09,26,18,0.0,7.2,5,1,15,09:07 AM,08:45 PM,06:16 AM,05:51 PM,18,18,18,18,16,100,99,0.0,1011,18,0,134,8
2010-12-09,23.3,20.4,27.1,3.0,2010-12-09,26,17,0.0,8.7,5,1,18,09:26 AM,09:14 PM,06:30 AM,05:54 PM,18,18,18,18,16,100,99,0.0,1008,18,0,253,8
2010-01-10,25.0,21.5,30.4,0.5,2010-01-10,26,18,0.0,11.6,5,1,27,02:24 AM,02:03 PM,06:45 AM,06:09 PM,18,19,19,19,13,73,97,0.0,1013,18,2,103,9
2010-02-10,24.2,21.2,29.5,0.0,2010-02-10,31,16,0.0,11.6,6,1,9,03:51 AM,03:25 PM,06:44 AM,06:24 PM,15,19,19,19,13,7,79,0.0,1012,17,10,133,8
2010-03-10,24.0,21.4,29.5,0.8,2010-03-10,34,19,0.0,11.6,7,1,27,02:34 AM,02:11 PM,06:30 AM,06:29 PM,14,22,25,22,20,0,61,0.0,1015,21,10,125,13
2010-04-10,23.4,20.7,28.6,13.0,2010-04-10,40,23,0.0,11.6,7,1,9,03:13 AM,03:17 PM,06:10 AM,06:32 PM,18,26,26,25,15,16,65,0.1,1011,25,9,201,10
2010-05-10,23.5,20.5,30.1,26.9,2010-05-10,40,24,0.0,12.8,8,1,13,02:58 AM,03:29 PM,05:56 AM,06:36 PM,18,28,28,26,8,18,61,0.0,1007,25,10,187,5
2010-06-10,23.3,,28.3,6.1,2010-06-10,29,21,0.0,10.6,5,1,0,03:38 AM,04:48 PM,05:53 AM,06:45 PM,21,22,25,22,14,42,93,0.7,1007,22,10,255,10
2010-07-10,23.2,19.7,27.6,26.9,2010-07-10,30,22,0.0,12.5,5,1,0,04:10 AM,05:31 PM,06:00 AM,06:50 PM,21,22,25,22,6,74,93,0.9,1010,22,10,322,4
2010-08-10,24.2,20.8,29.0,0.3,2010-08-10,30,19,0.0,11.6,5,1,0,06:04 AM,06:53 PM,06:07 AM,06:43 PM,20,20,20,20,15,67,96,0.0,1009,20,2,277,11
2010-09-10,23.8,21.1,,0.0,2010-09-10,31,18,0.0,10.2,5,1,8,07:44 AM,07:50 PM,06:09 AM,06:24 PM,18,19,19,19,17,100,98,0.0,1009,19,0,257,10
2010-10-10,23.3,20.9,29.3,,2010-10-10,27,19,0.0,11.6,5,1,11,08:27 AM,08:11 PM,06:09 AM,06:04 PM,19,20,20,20,13,100,99,0.0,1008,19,0,250,8
2010-11-10,23.9,20.0,29.4,17.0,2010-11-10,27,20,0.0,7.2,5,1,23,10:00 AM,09:41 PM,06:16 AM,05:51 PM,20,21,21,21,10,100,98,0.0,1014,20,0,111,7
2010-12-10,23.9,20.3,28.8,0.0,2010-12-10,27,17,0.0,8.7,5,1,25,10:08 AM,10:03 PM,06:31 AM,05:54 PM,18,19,19,19,14,65,96,0.0,1010,18,2,258,8
2010-01-11,21.8,20.5,26.3,,2010-01-11,26,17,0.0,11.6,5,1,19,03:19 AM,02:53 PM,06:45 AM,06:10 PM,19,19,19,19,15,52,96,0.0,1015,19,2,130,9
2010-02-11,21.8,19.5,26.5,27.9,2010-02-11,30,17,0.0,11.6,6,1,1,04:37 AM,04:15 PM,06:44 AM,06:24 PM,14,19,19,19,15,13,76,0.0,1014,18,10,107,9
2010-03-11,21.6,19.7,25.1,0.5,2010-03-11,34,19,0.0,11.6,7,1,20,03:18 AM,03:01 PM,06:30 AM,06:30 PM,16,22,25,22,18,0,69,0.0,1015,21,10,113,12
2010-04-11,22.6,20.0,27.5,0.0,2010-04-11,40,23,0.0,11.6,8,1,2,03:49 AM,04:02 PM,06:10 AM,06:32 PM,15,28,28,27,13,6,48,0.0,1009,26,10,192,10
